customer_id,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
4386807,0,6154.415356,6771.136437,99514.82254,5,545,0
7859074,0,6213.438662,7180.073417,99021.1212,3,607,0
1821099,0,4436.199793,5565.214454,89702.8067,5,610,0
4336999,1,5010.449435,6911.100617,96516.50602,6,663,0
5344900,0,5340.757819,8525.185924,103051.0367,2,653,0
4807664,2,3325.400553,11499.39887,75547.89838,6,584,0
4336859,1,6153.012943,9061.335288,96849.38005,6,666,0
8523984,0,3292.188352,2949.064575,46991.4853,7,577,0
4979535,1,3660.536151,8793.596901,90164.41756,6,687,0
4268474,0,7089.332494,9363.888894,99101.05058,2,622,0
1494038,0,5754.654029,7767.055886,94389.14845,4,693,0
8192699,5,5891.156178,25577.43285,90870.4711,5,626,1
5794193,0,2157.762442,2790.476569,46236.74592,5,693,0
1750998,5,3153.385598,14630.87142,58229.3543,6,753,1
2638135,0,5020.13405,3107.615511,75516.35329,6,665,0
3517176,0,4871.100079,6619.755852,87203.59129,3,558,0
3763070,1,5614.370388,9912.01529,108236.0125,4,695,0
8588634,0,3766.637723,3753.40006,71059.97521,6,780,0
2315454,1,5005.591589,11746.84563,94545.30593,3,669,0
5046534,0,3454.158193,3695.674532,60003.69047,3,527,0
5433156,0,5405.945246,815.4583601,81545.83601,9,640,0
1072598,0,4674.442845,6882.444352,76561.87119,4,681,0
7381325,2,2700.877759,7871.665425,80069.55102,8,562,0
1668823,5,2943.299109,11209.823,43400.91984,5,516,1
4451280,5,7280.118265,25469.08236,84578.50142,5,647,1
6031983,0,2997.795722,4943.259252,53606.80963,3,657,0
3724819,1,3558.551904,5231.17193,53200.70056,6,532,0
2350873,2,1443.092704,2873.832659,20833.32883,4,641,0
2445395,1,3068.122205,7110.573802,58860.79063,6,733,0
8162735,5,4998.08028,32835.64698,101895.5204,3,624,1
1455778,1,2918.616495,4933.121226,48214.00366,5,620,0
8636616,0,3128.706822,5915.588373,72866.19563,3,612,0
3012281,0,3377.608036,4727.617769,70942.32723,6,573,0
3755430,0,4522.117563,995.2418003,99524.18003,5,623,0
5674473,5,5166.789359,30758.14262,89335.8922,4,602,1
7182304,1,4281.706874,8447.159474,79056.21389,6,734,0
4937023,0,2622.813792,2144.84666,51996.76784,4,626,0
4270371,1,3677.210009,3805.643206,48662.14114,5,620,0
6006627,0,2382.222327,3570.585473,46863.03109,4,628,0
1348007,3,3773.332904,14320.53159,83328.64148,8,612,0
1241331,0,2934.815804,2291.606183,39646.95724,4,703,0
3970405,0,5123.345558,2182.34165,82094.43382,7,604,0
3252341,3,4201.989815,10714.60115,60911.00277,4,614,0
1988418,0,4230.361861,2268.81345,68514.97134,5,555,0
1348919,4,3446.644152,12229.78412,62655.46052,7,616,0
3514390,0,4393.70835,2891.27095,50820.03378,5,652,0
4981459,0,5457.58848,8720.692128,88109.89895,4,647,0
5138863,1,6321.090467,8821.469102,84052.91329,3,626,0
1690256,1,3515.827862,5230.565,51344.19587,5,617,0
2636867,1,5983.539759,11542.17926,129228.4177,6,612,0
1765571,5,5401.055102,21573.90547,85818.30865,5,530,1
2890174,2,3930.164656,10494.7323,70970.15464,6,674,0
1079084,1,6110.090487,9829.006753,91738.61127,2,581,0
1938991,4,3829.419338,19212.34309,82495.31812,2,553,1
6455088,5,4673.288856,17681.72186,66548.12035,4,537,1
7965320,0,2166.350789,3560.775686,45460.54553,2,611,0
1115451,0,5581.538234,3949.622698,94478.16604,5,637,0
5119030,0,2969.636484,3474.775282,40379.44864,3,732,0
2198093,2,5695.754582,11930.56192,97683.38534,6,726,0
1935628,1,4505.396939,6016.389329,75613.06858,7,697,0
2648715,1,2519.996448,5912.098261,52309.47538,5,740,0
2264619,5,4110.596342,15817.48591,59976.81892,3,636,1
7125810,0,3551.594434,526.7550035,52675.50035,5,660,0
6055644,0,4140.176184,5127.657972,79544.79099,4,598,0
4970769,1,3366.178871,4719.255783,55236.35115,5,603,0
4564468,3,4273.784932,12408.1039,74471.1917,6,578,0
1733052,1,4337.311569,9675.510153,86091.09183,4,666,0
1126833,1,3891.411867,8388.549944,74948.19915,6,646,0
4122255,0,3630.747625,2951.362789,54833.11105,5,674,0
2664159,1,3133.947475,8395.364247,65640.61526,4,621,0
5558065,5,3226.790388,12599.81008,46423.98994,4,536,1
5385503,1,2737.156028,4354.625035,54485.62362,6,719,0
3113458,0,5679.216089,4913.049765,76112.71618,3,697,0
6951188,5,1035.472592,5006.408902,15296.00237,5,682,1
7559335,3,4490.093963,12380.55361,65890.77316,2,561,1
8596080,0,5192.785557,835.5300806,83553.00806,2,634,0
7991219,1,3250.544928,9120.081344,69623.99715,6,604,0
4958127,5,5742.279911,22148.8414,83127.52573,2,591,1
2417390,3,5310.705054,15551.68156,89817.64567,3,683,0
5790604,1,3849.076893,5591.260511,58965.82907,5,687,0
1879770,0,3096.415319,2414.259504,42923.27529,3,690,0
6175720,0,3558.91254,4723.573449,51723.57966,3,544,0
6880120,3,5254.532286,20160.70392,95270.29507,3,524,1
5271979,0,4283.135082,2308.761156,64800.64789,6,814,0
8487754,0,5891.878065,9731.03779,98164.81132,3,724,0
6005346,1,5554.44596,10000.13767,80431.5035,3,679,0
5048086,1,3884.599459,6469.556288,70026.2534,6,597,0
2309060,4,1703.316735,5331.418423,22888.78618,4,622,1
8706571,1,2093.452909,7905.198353,69629.7104,5,663,0
2599380,0,6655.690187,1111.666854,95756.59573,3,713,0
1882500,0,3972.967487,5135.038226,84874.38523,5,631,0
2027416,1,4672.306185,7903.834833,68149.60451,4,629,0
7992322,5,2109.723734,11299.77189,41919.88978,5,713,1
8093755,2,4729.811641,16019.88834,86437.04162,2,676,0
3810126,4,5400.654736,26017.14748,117493.3115,6,508,1
2877278,0,2048.868983,1757.924084,31449.86743,6,743,0
7069015,0,6935.374223,6869.651496,85766.38099,5,665,0
7063915,4,3458.749444,14073.71459,59935.28961,7,654,0
6891512,4,5595.930322,19289.0741,75337.18447,0,533,1
4052934,4,4984.262439,14618.63272,71013.847,6,623,1
3959189,3,6509.66362,17402.34246,87221.75506,4,640,0
1276156,1,3106.504103,4310.415509,59047.70868,7,693,0
8312844,4,8355.754168,25792.80715,123845.7597,7,663,0
3124263,1,3920.750509,6148.309852,65890.53226,5,656,0
7206283,1,4459.889611,8052.83855,93667.87458,5,561,0
1304152,0,5762.513208,5193.353144,89881.21686,2,602,0
1987518,0,2822.345866,5725.358519,62015.85653,5,616,0
2967504,0,2917.139643,628.5783169,55926.84659,9,606,0
6128986,4,4191.175033,17735.2477,76770.64923,6,581,1
8027560,0,3966.069174,1655.512036,63995.26829,4,678,0
5413704,4,3527.717443,14499.36506,68773.4951,8,605,0
3544034,1,6113.558619,8885.937572,93203.28267,6,603,0
1825960,1,5327.604447,9376.962819,93732.78503,6,677,0
1824322,0,4795.717975,7512.313541,73335.88904,2,676,0
4492826,5,6228.753148,28364.21558,86838.90302,1,570,1
5332721,0,3536.643049,5565.715227,74093.44252,3,646,0
4616115,0,3618.870877,3473.04407,60165.43258,3,633,0
3691430,0,6374.746807,6432.321109,85710.76384,3,724,0
2864463,0,3011.054165,5148.790769,66427.91987,5,724,0
3410829,1,4321.062798,9691.478715,80291.2004,6,695,0
5018937,0,7083.784269,7606.396734,94736.88341,4,734,0
6091483,3,5826.998331,12236.98904,80616.16666,5,637,0
4174561,1,3150.989102,5471.957211,58937.60381,8,631,0
5503645,1,2706.329226,5249.770841,40923.97459,5,686,0
7637797,1,3358.223486,5470.835315,67882.70165,5,587,0
3932103,1,5328.079615,5954.959372,81099.22742,7,661,0
7997832,1,4349.851362,8250.744791,76849.23714,6,644,0
6530038,1,2640.865338,5928.048759,46331.28142,6,617,0
5973127,0,3463.680585,4810.319858,51148.80896,3,669,0
7263525,0,3818.930678,3461.125547,62548.15822,5,659,0
1343245,5,2473.637175,20499.48439,66415.33298,4,603,1
1573684,0,3889.48117,3277.362689,65695.06604,4,549,0
4627267,4,2612.715711,10972.46661,51088.05689,5,674,1
3964444,1,3824.618421,7563.381007,66320.01394,6,603,0
3152858,2,2073.519465,5622.623143,37701.97708,5,608,0
4974645,0,6290.500877,6656.924323,89602.99068,3,746,0
5342322,3,5539.634242,12990.39432,76297.36814,5,618,0
3706367,0,5379.229292,7542.785637,104404.944,5,628,0
3115555,1,4342.551197,7797.452347,70008.54597,5,711,0
1355916,2,4489.543515,12885.18901,77280.17826,3,626,0
5181774,0,5117.821054,5222.287336,95593.59697,6,626,0
8303811,0,3566.713868,4298.457446,55400.083,2,560,0
7601619,2,2811.6117,9109.13079,62766.96655,8,680,0
5189718,1,3820.854472,10532.26156,83324.37283,5,698,0
5040093,0,4043.222083,6417.847757,77099.30733,5,669,0
8952882,0,3736.527292,7864.746186,107143.5736,7,674,0
3039045,2,5330.784282,12301.37925,93826.55424,6,699,0
8799516,1,2804.424887,6449.833246,57488.17344,6,672,0
3602557,0,2306.059496,4283.30369,45747.76502,2,629,0
8292696,3,1660.855366,10608.9555,51810.70305,6,618,0
4765074,2,6988.823909,16130.47326,108949.2876,5,603,0
1881253,5,4939.075672,18956.44352,73162.49295,4,481,1
5017501,0,5420.55185,7445.066846,88968.05352,3,578,0
1799300,5,6095.956446,24476.58586,82658.87095,1,692,1
3543898,1,3837.675904,11026.9336,74047.39397,3,561,0
7212136,0,2437.736736,4028.896051,38502.64477,3,563,0
7648219,5,3275.017159,14488.74583,51889.8261,6,600,1
8108695,0,6664.900305,9376.893717,94852.07233,4,638,0
3595597,1,3769.898635,11005.09841,94156.84773,5,647,0
1904741,0,5686.291095,8971.045054,97407.54786,3,633,0
4025637,1,2805.05126,3724.196272,40083.21537,7,669,0
2548151,0,3828.926636,4685.08489,73368.43289,4,565,0
3112168,0,3292.724419,6154.7234,63544.7566,4,673,0
5900235,1,3945.033115,6321.130803,59620.19667,5,663,0
8612842,1,4557.964612,7105.824997,77754.04645,6,668,0
5318403,0,4840.560546,746.9756314,63343.93002,5,604,0
2615934,0,2685.920597,638.3436055,39388.18333,8,645,0
7680070,2,1606.113591,4340.230513,37160.30162,8,704,0
2158294,1,2492.888156,4850.735659,62148.53463,7,690,0
3993912,1,3810.786358,6940.170006,79225.04415,5,622,0
3849392,0,6715.581206,3209.195208,104196.8362,2,618,0
7132101,2,3258.244538,6927.117693,53139.7912,7,660,0
5740743,4,6412.606697,19535.00286,84630.48879,3,578,1
4135781,1,1703.32655,3746.370515,32696.80679,5,641,0
3618130,0,5459.031609,6861.574102,100230.7617,5,582,0
7765941,1,3206.648306,9050.784281,66930.42044,6,718,0
2233473,3,2701.12419,7795.494719,46788.83431,7,632,0
4679713,1,6405.33061,6035.871306,81302.83671,7,640,0
8983919,1,3166.537998,7669.438912,66182.23024,6,593,0
7824177,0,4608.020561,5933.316553,85860.15619,5,641,0
4153251,5,5715.73614,29344.95961,100568.0045,7,579,1
5300545,0,3547.897226,3780.929312,46831.10664,3,599,0
2983789,0,3816.474544,5289.934544,64552.47359,5,668,0
2496106,1,3590.214718,7425.52945,58614.59262,6,712,0
7425321,1,2417.495389,6451.060665,61034.7163,6,603,0
4736083,0,4449.327537,5560.382444,79263.3724,3,653,0
8787428,1,3527.931083,5572.170081,80548.41407,7,682,0
7347209,0,3411.299789,963.6622101,56185.65529,7,740,0
7162567,3,9030.229021,22715.19138,109982.5466,4,645,0
4476939,1,5256.325425,8232.284775,85040.61314,7,684,0
7683801,1,4166.890552,5684.134518,71725.94593,7,636,0
1513323,5,4221.93606,20144.70661,76936.18902,3,591,1
1514591,2,4621.718516,11265.77495,101918.5269,8,650,0
4690144,0,3869.97529,1868.208228,71394.55475,5,699,0
2624654,5,4379.891151,18463.02841,64594.53761,2,572,1
3947749,0,2259.203656,1561.381084,49200.76896,6,751,0
5768075,0,2634.015661,3878.539547,54051.0742,1,556,0
1453237,0,4246.836448,3497.960124,67972.00956,5,664,0
6890222,1,4121.563493,5538.913241,63445.30515,6,661,0
6788057,0,5440.302728,3620.716047,91784.42275,6,529,0
5457262,5,4914.799695,21776.72586,71220.38107,3,701,1
4730881,0,4608.751008,6346.09424,78172.59273,2,640,0
2723991,3,5617.648156,19339.38234,93183.10653,4,645,0
1547099,1,5788.301186,6843.221951,81425.05195,4,665,0
4222389,5,4973.534646,25252.5309,90710.96485,5,551,1
2225658,1,2503.662917,3537.148816,36984.69156,6,735,0
5858977,0,5257.695382,5271.987307,82016.17349,6,689,0
1713636,0,5605.337069,6598.432026,93191.4778,6,656,0
1865989,2,4185.940753,8737.352347,66616.42799,6,704,0
2233141,1,4514.037116,7155.823465,63430.97664,4,790,0
7121417,1,6232.857601,10213.23346,119196.5989,5,612,0
1635632,1,3192.885915,8889.676749,77066.94195,5,663,0
1632918,0,4122.726132,2099.926931,59034.43699,2,608,0
3749490,0,2322.072134,377.4502548,37745.02548,2,601,0
5280527,1,3796.335349,5559.972562,73936.51902,6,718,0
6953185,5,4029.979988,24203.02733,83755.09055,4,534,1
8921425,0,3953.695422,3925.00969,64051.19706,3,567,0
8149516,5,3400.257025,18621.81243,60940.75652,4,606,1
8882833,0,3969.112121,4457.041095,85249.99747,7,694,0
7189155,0,3938.353537,6425.128375,91317.79461,5,616,0
6456727,1,6353.325278,9134.351109,94175.46202,2,615,0
6910211,1,1931.179431,4534.401806,40142.23533,5,655,0
1040223,0,4951.340315,7569.230092,77858.65359,4,600,0
4560384,1,3150.307347,8645.996457,77282.96063,6,564,0
8243006,0,2688.108974,4753.815127,61965.87496,4,560,0
2820579,0,4636.96549,3434.598449,75234.05487,3,727,0
4189740,0,3044.904784,3363.476754,65567.24807,6,678,0
2984857,1,3952.473928,6343.400712,59074.02928,7,658,0
6725522,2,3069.352055,7425.056107,47690.51729,5,616,0
4216227,0,3051.852322,2795.389204,48208.86328,5,612,0
6472993,3,2433.093807,7161.239983,39381.2015,3,624,1
8037888,5,4381.475512,17626.02792,66691.27917,3,601,1
1043679,0,6702.56419,883.9831489,88398.31489,4,699,0
5245050,2,4235.059487,7425.92885,69351.66736,7,671,0
1052659,0,3445.210092,4323.070589,66758.09167,3,504,0
8954156,0,4021.312027,2750.879624,89424.25692,5,630,0
4452000,0,4451.550778,5836.672339,82252.29732,6,628,0
6864676,0,2838.70453,4971.699812,56834.29648,4,685,0
5500737,1,3510.142872,7349.394959,69901.07748,5,713,0
6404009,1,4694.854076,12583.94698,93630.63009,3,687,0
2967189,2,4803.995367,12920.80908,82500.9511,8,828,0
6642573,5,4309.035596,27756.32333,83847.86273,5,527,1
5028983,3,5328.582196,20056.74958,91016.20181,1,455,1
6332299,1,4398.576478,6714.730514,83671.8772,6,649,0
3396038,1,2805.944986,5576.142897,54790.32048,4,747,0
1968703,0,4238.251606,4489.293815,64372.71592,4,555,0
1751297,1,4613.048542,9410.173343,86024.7943,7,627,0
1746209,0,2349.454669,2420.467684,45135.42081,3,664,0
1648023,5,2911.117016,13437.47174,44683.04084,5,534,1
3200059,1,5953.803062,7774.540459,96148.93138,5,633,0
2131597,0,2868.8141,3721.045706,53912.14422,5,614,0
4699766,0,3078.947163,844.1472325,52368.42113,4,639,0
4917011,4,2645.091371,13875.66269,66889.76759,7,724,0
4813483,5,4972.317809,18663.928,68689.21204,4,558,1
3119485,1,6289.764043,8953.418466,82830.03704,4,604,0
8059228,0,3357.69149,1231.339036,66021.32306,5,643,0
7422107,0,5294.074258,10268.41534,96096.50698,3,650,0
6976720,0,2891.522649,3034.602487,44285.94639,6,714,0
2449444,5,4246.645948,15751.98672,65140.75415,3,591,1
8851564,1,2374.711474,5883.174263,49089.15969,5,689,0
7933477,1,2897.506337,5977.185785,60474.82544,8,739,0
8944922,1,2054.826873,5131.310196,42449.02867,6,687,0
7151152,0,4202.057554,3536.52421,74667.18892,3,622,0
8649445,1,5121.712973,8327.120725,95184.26195,6,603,0
6964790,0,3839.597008,3233.801366,59631.42887,2,638,0
3148078,0,4341.16807,4573.047082,66879.17116,4,656,0
1228769,0,2877.12935,505.7112592,50571.12592,4,699,0
2667527,1,5628.334743,13644.77429,100742.7413,4,560,0
5659472,0,5241.05124,6831.49655,71128.03377,4,634,0
6927592,0,4605.589879,5803.634243,69345.89741,4,644,0
6729260,1,1988.264097,4730.369351,42299.0917,6,763,0
5120838,0,2744.111896,494.3763363,49437.63363,5,586,0
4954128,1,1675.015157,3570.914179,32213.09521,6,549,0
2002306,1,3540.978956,6556.102976,62409.91709,6,647,0
7702474,0,4045.61329,6505.040745,73112.19811,3,615,0
7484866,2,5656.270197,14242.22428,102428.3789,5,629,0
3938226,2,4796.495519,12871.93661,67454.52409,2,641,0
7783843,0,5684.378072,5551.311023,87597.22995,3,689,0
8821536,2,3243.638986,7395.987307,51176.49969,4,640,0
2867874,1,4975.967345,8431.26095,62965.23063,4,558,0
8591326,1,4584.499666,6400.630821,84516.51076,5,658,0
6792797,5,2614.14013,12238.64243,39551.02221,4,481,1
5251394,5,5631.369284,27648.96236,89901.35895,3,683,1
1852648,1,5263.523355,7133.498967,88453.09226,5,721,0
4678142,1,5175.130742,11451.54387,94506.44951,5,759,0
7121852,1,4696.969743,7179.610269,67799.3713,5,636,0
1008374,4,2666.37757,8814.582436,35441.10056,3,589,1
4199964,0,1547.829074,3339.495499,47283.32081,5,721,0
3210736,0,5867.845011,5946.255478,97867.66959,4,695,0
4752462,1,3730.344946,5811.598412,71981.97251,6,628,0
4187099,0,3846.065026,1947.650491,48381.44214,5,658,0
5639634,1,3380.622889,7034.438654,75614.94765,5,688,0
4983282,2,2842.014206,8624.567648,64593.57229,4,627,0
7083271,0,5008.320014,2648.438146,79591.60338,2,587,0
1798608,1,2925.513567,5441.242839,67458.06326,5,596,0
5938407,2,4990.456689,11245.73448,85487.12651,7,583,0
8604183,1,1212.720065,1970.855313,21997.69895,6,607,0
3064362,0,6489.225863,6295.76762,94982.47515,6,629,0
6242167,1,2671.691153,3492.742678,40899.95096,6,689,0
2970684,1,5249.844325,10179.09208,92144.15847,5,727,0
7606739,0,6103.99595,7128.579707,75475.10586,4,612,0
6163905,0,1498.439318,1755.967209,26611.80735,5,664,0
4339462,1,6982.22201,5906.09034,89549.70161,6,521,0
7719132,1,3880.385905,7070.411073,55351.14881,3,671,0
7514818,1,4056.831682,5547.162703,64371.4273,6,580,0
8687585,0,2765.778465,527.7308016,52773.08016,2,665,0
3546474,0,4218.360427,2016.241753,58664.30727,3,642,0
2754971,5,4539.013617,22850.03379,69030.06775,4,593,1
1291493,0,6096.021623,8473.325851,84117.11106,4,632,0
1386949,0,1854.521829,369.7259763,36972.59763,3,574,0
5600112,5,3992.728087,18528.00845,64348.07693,4,596,1
4351916,1,2905.259997,5615.088147,47452.68166,6,544,0
4273778,2,3808.04903,9851.20095,69258.52861,5,539,0
5795243,1,2622.036002,4797.102638,46297.72484,6,621,0
2005259,1,1706.883825,2366.304151,25740.91964,7,702,0
7132330,2,4203.454063,8104.299218,66231.68598,8,726,0
7407944,2,803.3292165,2951.172952,19797.71795,5,605,0
3006063,0,4299.489795,4574.1156,109108.6845,7,651,0
4438673,3,4740.441685,13877.69575,77332.61801,6,595,0
7292203,1,4886.730788,7649.382693,75538.45113,5,706,0
4636709,0,1549.688808,1558.003946,27049.57468,6,665,0
1401953,1,1363.379442,2792.260064,28871.86255,6,749,0
4553898,0,4323.722879,6179.338608,79822.57612,5,740,0
4874526,4,5922.714647,20295.44187,95176.06352,4,636,1
7499427,5,5173.709153,29877.52662,87171.34536,3,552,1
4069973,1,4432.312337,5806.411114,64209.95325,6,571,0
7243343,0,5748.910404,6766.809804,89473.10476,4,705,0
8276852,1,4296.215583,5780.116157,62329.28809,5,682,0
7180627,0,5464.999792,2263.428252,69622.93294,2,594,0
5612885,0,3758.595117,4017.079197,63723.12978,5,585,0
5077610,5,4469.086873,23735.80778,77472.29941,1,663,1
5434532,2,3236.483811,7635.657613,50220.6592,4,684,0
8211873,0,7296.431317,5902.421146,93198.26737,4,662,0
2811271,2,4248.726967,10844.20633,64567.73811,3,623,0
7478819,1,2806.519326,4795.388109,45226.34842,5,644,0
2405579,0,3886.155911,5887.147007,68081.33875,4,753,0
6428396,0,2710.632661,3783.19632,52043.13762,3,516,0
8914418,2,2732.518382,7116.652897,43173.22266,4,683,0
3103236,5,4604.328507,20970.73837,72479.0818,3,573,1
8950330,4,2406.930525,14425.19013,74696.90057,7,601,0
8356382,1,2907.208766,9376.535648,75760.71573,5,659,0
6177484,1,5443.326277,8160.991052,77236.29317,5,673,0
5468259,3,3195.741444,10706.73465,55958.31071,3,724,0
4500592,0,2031.969332,3061.968633,31420.41226,3,554,0
3873416,5,3570.396396,19327.61013,74141.03734,6,591,1
3407530,5,2057.537353,9315.729725,33291.48972,3,572,1
3302386,0,3518.219042,4323.234824,80353.98773,3,732,0
7800395,2,3593.316487,12086.78913,84103.10424,6,594,0
6071082,1,3399.529455,6686.197074,67981.82167,4,718,0
5688804,1,4207.163534,5045.09356,55279.12395,6,678,0
3989584,5,2807.725778,12167.17042,48109.16047,5,611,1
7640476,0,3895.483296,7012.244898,80860.68421,2,564,0
1672736,0,3644.644702,7196.32879,77760.64898,3,663,0
1794775,0,7369.566361,6008.982041,100454.8152,4,677,0
2529399,2,4831.422494,10401.67381,77411.14134,5,553,0
7304383,5,3099.007102,16913.47635,62258.30821,4,527,1
8958453,0,2565.721957,2019.699485,36455.53798,4,634,0
5741355,0,5656.088812,7006.064522,85489.36362,6,633,0
5215298,3,4502.175373,11814.13656,66521.63774,5,694,0
7829500,1,3732.742627,10979.37023,85517.84596,6,629,0
3107585,0,3508.661245,5837.551942,65491.8055,5,575,0
7292667,1,1956.430992,4024.409483,36148.30797,6,566,0
7542470,0,3426.027007,3963.490966,79762.09093,4,543,0
4610896,2,4152.718805,14361.89384,82209.465,3,648,0
8465225,3,4926.696104,15577.76393,92174.96654,8,733,0
1606543,5,2639.840167,16452.29304,51360.41005,5,550,1
3752178,0,5388.820517,9325.880586,90322.41784,3,636,0
3330128,5,4089.44767,20591.1204,66473.29366,3,572,1
6830147,3,3155.402597,9880.034663,49030.86904,5,639,0
1657388,5,4447.696698,24687.95971,84766.94545,3,617,1
1396795,0,4350.018032,4189.572668,65776.02075,5,618,0
8741762,0,4476.067479,635.810097,63581.0097,3,738,0
7864664,3,2182.178009,4894.594946,40313.81669,10,710,0
6493232,2,5822.266561,13502.01381,90031.00147,5,610,0
1987614,0,2430.076983,442.7196846,44271.96846,4,699,0
6415679,0,4098.466738,7146.765261,64838.94734,2,680,0
2418889,2,5405.799586,10995.62128,86092.68595,7,739,0
5915659,5,2743.573107,22578.37343,67055.73271,3,635,1
3126294,1,3645.791616,8130.51615,65975.73574,3,670,0
5575582,2,2194.075683,5563.153974,40395.65983,6,584,0
2043580,4,4819.694373,17034.31498,80094.28127,5,504,1
3055212,1,7342.278852,8797.452121,79446.25646,3,644,0
1569612,1,3257.432198,5342.562077,72206.79861,7,682,0
3515872,2,4093.270866,8324.289349,71653.57726,7,711,0
8358006,0,1523.754472,2309.054207,32210.11786,5,690,0
6631077,1,4034.187023,8448.723568,75177.19529,6,669,0
5585914,1,6155.017536,7391.485243,76533.94942,5,706,0
5281248,2,2371.010454,5194.795588,40131.12281,7,760,0
5042679,4,6560.957333,23233.35643,103721.6351,5,717,1
8082310,0,2373.377674,4941.455758,51926.4673,3,651,0
7081861,0,4329.293955,7982.662873,91271.38004,2,644,0
1904567,4,5205.865838,19009.95955,96270.37492,6,605,1
8802604,2,5592.023915,13509.33627,81980.57642,5,635,0
8132539,1,5691.22372,13366.63003,93804.78412,5,712,0
6066255,1,2649.854241,5934.905567,58380.85884,5,713,0
2555071,1,2399.105715,3020.662639,43648.06134,7,613,0
2747479,1,6315.462883,6688.223688,97586.90296,7,679,0
5650696,3,4899.443593,17795.9173,81136.36579,2,554,1
2494206,5,1445.240903,7831.909836,25976.41432,4,597,1
3185774,1,5747.018463,8730.594156,85772.99593,4,741,0
1959581,5,3365.78029,14552.00146,54761.3913,3,594,1
2142830,1,5306.260784,4551.367212,57777.86489,5,570,0
1133238,2,2813.944653,5824.513683,53567.58951,5,663,0
5223337,1,406.2603899,859.2965025,8708.97573,5,730,0
4682533,5,4651.635134,19416.22251,70205.36695,5,632,1
2507800,0,4486.863225,2817.725445,87726.29555,7,772,0
3760445,0,5556.849636,6851.879057,81660.52375,4,624,0
6040639,5,2893.924999,12910.86685,48562.55684,6,598,1
4791554,2,4453.644438,9579.544147,90911.96141,6,651,0
5116193,0,3679.240938,4848.834044,62593.59825,3,633,0
7021959,4,2000.753397,9528.07391,32804.90737,1,658,1
8603652,2,2595.883292,6409.300041,43837.2185,5,693,0
3622154,1,5182.019559,12293.44695,112296.5169,5,626,0
7210089,1,3663.333372,5823.401991,61545.74382,4,645,0
7784359,2,3332.610815,8299.664651,51404.18951,6,563,0
1022832,1,2325.963459,4494.166786,46550.34352,6,645,0
6240198,1,3070.870575,5748.276577,52928.11426,6,670,0
5030357,5,572.6392463,2819.090225,9910.194554,4,637,1
4815379,1,3991.65924,9199.212955,60974.94497,1,530,0
7158859,0,3837.459549,2598.37913,70502.57308,6,596,0
6225091,4,3776.309219,12294.05873,51314.47595,5,566,1
7249263,0,6490.279779,7434.956541,97312.5528,2,603,0
8611523,0,5254.604098,6562.414202,78624.77265,5,647,0
2048484,1,6482.911619,8807.117778,100449.9973,6,683,0
7056055,0,4035.226261,4648.105394,61502.38967,6,662,0
8116163,2,7008.707493,12878.21977,87471.63215,3,610,0
2439936,1,3059.403398,4712.521752,49173.91313,5,651,0
1773897,2,10467.73206,20825.28486,130912.3875,5,671,0
4446317,5,4480.557577,22035.36728,69155.32428,5,585,1
2737258,0,5240.3088,5996.375009,97969.79161,3,592,0
4082667,1,5423.052824,8877.120773,85940.35861,5,679,0
8576157,0,3612.747893,5915.341718,60362.6438,3,718,0
6476884,2,5148.747272,11762.49848,68746.33033,4,708,0
2464449,0,4264.628218,3725.40153,61424.19097,3,585,0
5504287,0,3408.374814,3132.067411,48558.71849,4,633,0
2415824,0,4182.787527,6998.283935,81592.14092,3,574,0
5759214,0,2743.946939,4865.811368,56375.54912,5,670,0
3564498,1,3020.363693,5067.675751,55197.07155,5,593,0
2454364,5,6731.216063,24140.3798,87610.27325,2,514,1
4818800,4,4182.426767,18956.46543,83366.05862,6,583,1
3830278,5,5767.993379,28883.24516,94812.85348,3,695,1
5870866,1,5501.419044,8046.621218,80624.09593,6,691,0
1788259,0,2636.574654,5143.685905,63562.34194,3,681,0
2993046,0,3066.012991,4088.40891,62090.43416,3,619,0
6235806,5,3927.297363,22546.62628,84699.68913,4,618,1
2647463,0,2003.025343,1759.860588,41675.81956,5,606,0
8434792,1,3981.806767,8752.408769,80851.39903,5,692,0
3676250,3,4468.959274,13508.68033,65255.75254,4,677,0
6251297,0,6865.809701,11642.69376,109704.8414,1,626,0
1768789,1,4680.049525,7826.354201,73118.85025,5,643,0
7648999,1,7155.699053,13692.1471,102299.3996,2,705,0
1477889,2,3310.630104,8614.858685,65805.16814,7,722,0
7273820,5,4142.745291,21820.94088,75350.08916,4,550,1
7662162,0,4258.977205,6058.88053,71348.37928,4,570,0
5433645,2,3553.179208,9264.469196,71106.61473,6,544,0
8115161,0,5079.377681,3779.388782,71510.91495,5,718,0
2423397,0,5441.794678,5729.906545,92884.01014,3,625,0
7810742,1,4541.892505,9326.234685,81752.33518,7,692,0
1474772,0,3327.507213,3768.885184,61791.67457,6,719,0
7918960,1,4159.646013,8371.94884,74425.29795,4,732,0
1777604,1,7086.340084,7276.118795,95181.33624,6,635,0
3767720,0,3917.199947,5054.291033,77906.62627,8,725,0
7334762,2,6770.432791,13568.45132,94397.20899,5,713,0
6160336,3,6430.86851,15589.41734,83572.75348,6,557,0
6034181,0,2279.782782,1014.875305,43275.25436,5,619,0
